"id","carat","cut","color","clarity","depth","table","price","x","y","z"
"24882",2.12,"Premium","H","SI2",61.5,59,13307,8.26,8.21,5.06
"24886",2.15,"Good","G","SI2",63.8,58,13317,8.23,8.08,5.2
"24895",2.01,"Very Good","I","SI2",61.8,58,13323,8.01,8.05,4.96
"24898",1.71,"Premium","D","SI2",60.6,60,13325,7.76,7.69,4.68
"24900",1.58,"Premium","D","SI1",60.2,58,13329,7.6,7.46,4.56
"24903",1.5,"Premium","F","VS2",62.4,57,13333,7.38,7.29,4.58
"24905",1.51,"Very Good","G","VVS2",62.1,59,13337,7.28,7.34,4.54
"24907",2.1,"Very Good","J","VS2",61.5,60.7,13340,8.16,8.21,5.03
"24912",1.51,"Ideal","G","VS2",62,56,13355,7.35,7.32,4.55
"24920",1.91,"Premium","I","SI1",63,59,13367,7.91,7.87,4.97
"24931",1.51,"Very Good","G","VS1",62.9,58,13378,7.32,7.41,4.63
"24933",2.01,"Fair","F","SI1",58.6,95,13387,8.32,8.31,4.87
"24934",2.01,"Premium","H","SI1",60.6,59,13387,8.23,8.17,4.97
"24937",1.52,"Premium","F","VS2",60.5,58,13389,7.49,7.53,4.54
"24944",2.01,"Premium","J","VS2",60.5,60,13400,8.13,8.09,4.91
"24947",1.11,"Premium","D","VVS1",62,54,13405,6.67,6.63,4.16
"24949",1.7,"Premium","G","SI1",62.1,57,13417,7.61,7.55,4.71
"24954",1.53,"Premium","F","VS2",62.2,58,13423,7.36,7.27,4.55
"24958",2.08,"Premium","F","SI2",62,60,13437,8.15,8.1,5.04
"24960",2,"Fair","H","SI1",65.1,59,13442,7.83,7.77,5.08
"24967",2.12,"Premium","H","SI2",61.5,59,13460,8.26,8.21,5.06
"24968",1.57,"Ideal","G","VS1",61.9,55,13462,7.53,7.47,4.64
"24972",1.73,"Ideal","I","VS2",61,56,13465,7.72,7.79,4.73
"24973",1.2,"Ideal","E","VVS1",61.6,57,13474,6.78,6.83,4.19
"24979",1.13,"Ideal","E","VVS1",61.8,57,13485,6.66,6.71,4.13
"24984",2.07,"Very Good","J","VS2",61.3,56,13495,8.16,8.2,5.02
"24987",1.72,"Good","F","SI1",64.3,60,13499,7.52,7.56,4.85
"24994",1.5,"Premium","F","VS2",62,53,13506,7.37,7.33,4.56
"24995",1.5,"Premium","F","VS2",61.3,58,13506,7.36,7.31,4.5
"24997",2.2,"Ideal","I","SI2",62.2,56,13512,8.33,8.29,5.17
"24998",1.5,"Premium","E","VS1",60.1,60,13513,7.42,7.48,4.48
"25009",2,"Very Good","J","VS2",60.7,60,13542,8.05,8.17,4.92
"25011",2,"Good","J","VS2",61.4,63,13542,8.01,8.08,4.94
"25015",2,"Premium","J","VS2",61.5,59,13552,8.06,8.11,4.97
"25017",2.22,"Premium","F","SI2",59.2,59,13553,8.54,8.46,5.03
"25018",1.61,"Ideal","G","VS2",62.2,56,13553,7.52,7.47,4.66
"25021",0.38,"Ideal","F","SI1",61.8,55,640,4.66,4.69,2.89
"25022",0.3,"Ideal","E","SI1",61.7,57,640,4.29,4.33,2.66
"25025",0.3,"Fair","E","VS1",56.3,62,640,4.47,4.49,2.52
"25030",0.3,"Very Good","F","VS1",59.8,60,640,4.39,4.31,2.6
"25032",0.36,"Very Good","F","SI1",60.7,54,641,4.64,4.67,2.83
"25038",0.38,"Premium","I","SI2",62.7,58,641,4.61,4.57,2.88
"25045",0.3,"Ideal","F","SI1",62.8,56,641,4.26,4.24,2.67
"25047",0.3,"Ideal","F","SI1",62.9,57,641,4.27,4.25,2.68
"25048",0.3,"Very Good","F","SI1",63.5,59,641,4.22,4.19,2.67
"25049",0.3,"Very Good","F","SI1",63.5,57,641,4.26,4.21,2.69
"25051",1.63,"Very Good","E","VS2",61.8,58,13555,7.49,7.57,4.65
"25052",2.17,"Premium","J","SI2",62.3,58,13556,8.31,8.26,5.16
"25056",2.41,"Premium","I","SI2",60.7,59,13563,8.7,8.64,5.26
"25058",2.01,"Premium","J","VS2",61.5,60,13572,8.13,8.07,4.98
"25062",2.22,"Very Good","J","SI2",62.8,57,13579,8.29,8.33,5.22
"25066",2.01,"Good","I","SI1",64.1,62,13587,7.94,7.85,5.06
"25069",1.06,"Ideal","D","VVS2",61.9,56,13588,6.51,6.54,4.04
"25074",1.5,"Good","G","VS1",63.8,58,13596,7.12,7.21,4.57
"25077",2.25,"Very Good","J","SI2",58.4,63,13597,8.6,8.65,5.04
"25079",1.36,"Premium","E","VVS2",59.8,59,13598,7.12,7.2,4.38
"25080",2.01,"Premium","H","VS2",62.6,59,13599,8.02,7.88,4.98
"25083",1.7,"Ideal","G","VS1",62.9,57,13605,7.59,7.52,4.75
"25089",2.01,"Premium","F","SI2",58.4,59,13610,8.26,8.24,4.82
"25096",1.72,"Fair","F","SI1",64.8,58,13622,7.5,7.46,4.85
"25111",1.5,"Good","E","VS2",63.7,56,13653,7.18,7.16,4.57
"25117",1.71,"Ideal","I","VVS2",61.9,57,13660,7.62,7.67,4.73
"25128",1.63,"Premium","E","VS2",61.8,58,13678,7.57,7.49,4.65
"25138",2.29,"Fair","J","VS2",57,66,13701,8.8,8.6,4.98
"25145",1.57,"Ideal","G","VS2",61.4,55,13713,7.48,7.52,4.61
"25146",1.53,"Ideal","D","SI1",61.2,56,13714,7.48,7.45,4.57
"25148",1.5,"Premium","G","VS1",59.2,59,13720,7.44,7.39,4.39
"25152",2.01,"Fair","G","SI2",65,60,13721,7.8,7.73,5.05
"25153",1.56,"Ideal","G","SI1",60.4,56,13724,7.51,7.55,4.55
"25154",1.3,"Very Good","E","VVS2",60.5,58,13725,7.05,7.11,4.28
"25160",1.54,"Premium","G","VS1",61.9,59,13733,7.37,7.34,4.55
"25162",1.54,"Very Good","F","VS2",60.8,58,13735,7.43,7.56,4.56
"25169",1.51,"Ideal","G","VS2",60.9,57,13752,7.39,7.46,4.52
"25173",1.51,"Very Good","E","VS2",63.3,61,13757,7.24,7.17,4.56
"25174",1.51,"Premium","E","VS2",62.2,58,13757,7.33,7.27,4.54
"25176",2.13,"Premium","F","SI2",62.4,58,13760,8.22,8.16,5.11
"25180",2,"Fair","H","SI1",61.2,50,13764,8.17,8.08,4.97
"25183",1.52,"Premium","G","VS2",62.8,60,13768,7.26,7.22,4.55
"25187",1.51,"Premium","F","VS2",62,62,13771,7.35,7.23,4.52
"25188",1.52,"Ideal","G","VS1",59.7,57,13777,7.48,7.5,4.47
"25191",2.17,"Very Good","J","SI2",60.8,59,13782,8.37,8.41,5.1
"25198",2.04,"Premium","H","SI2",62.8,57,13790,8.13,8.08,5.09
"25211",1.51,"Ideal","G","VS1",62.8,56,13811,7.29,7.24,4.56
"25214",2.18,"Very Good","J","SI1",62.9,59,13812,8.21,8.25,5.18
"25217",1.51,"Ideal","G","VS1",61.7,54,13818,7.36,7.41,4.56
"25218",1.71,"Very Good","F","VS2",63.5,59,13818,7.51,7.46,4.75
"25233",1.59,"Ideal","H","VS1",60.7,56,13839,7.54,7.58,4.59
"25234",2.14,"Ideal","I","VS2",62.2,57,13844,8.22,8.19,5.1
"25240",2.01,"Good","H","SI2",63.1,55,13849,7.99,8.09,5.07
"25248",2.02,"Very Good","I","SI2",61.1,61,13865,8.08,8.11,4.95
"25257",1.69,"Ideal","H","VS1",61,57,13882,7.72,7.66,4.69
"25260",1.67,"Ideal","H","VS1",61.8,55.9,13887,7.57,7.6,4.69
"25282",1.24,"Ideal","D","VVS2",62.6,55,13929,6.94,6.89,4.33
"25290",1.51,"Very Good","F","VS2",61.9,63,13945,7.35,7.26,4.52
"25294",2.06,"Very Good","J","VS2",61.8,59,13948,8.14,8.2,5.05
"25299",2.08,"Good","I","SI2",63.8,58,13956,8.02,8.1,5.14
"25301",1.58,"Very Good","G","VS1",62.8,57,13963,7.34,7.4,4.63
"25309",1.51,"Ideal","E","VS2",59.8,59,13986,7.55,7.47,4.49
"25315",1.08,"Ideal","E","VVS1",61.5,58,13994,6.57,6.64,4.06
"25316",1.53,"Ideal","G","VS1",62.2,56,13994,7.36,7.31,4.56
"25322",1.67,"Ideal","H","VS1",61.8,56,14014,7.6,7.57,4.69
"25324",1.63,"Ideal","E","SI1",60.5,59,14022,7.66,7.62,4.62
"25325",2.09,"Premium","G","SI2",59.8,59,14024,8.37,8.32,4.99
"25336",1.52,"Ideal","F","VS2",62.8,55,14038,7.37,7.28,4.6
"25342",1.58,"Ideal","F","VS2",60,57,14044,7.58,7.52,4.53
"25346",2.03,"Ideal","I","SI2",61.5,54,14061,8.22,8.2,5.05
"25368",0.32,"Very Good","F","VS2",59.6,56,642,4.48,4.51,2.68
"25379",0.31,"Ideal","E","VS2",62.2,55,642,4.32,4.36,2.7
"25383",1.5,"Premium","F","VS2",61.6,58,14071,7.31,7.37,4.52
"25386",1.5,"Premium","F","VS2",61.1,58,14071,7.33,7.36,4.49
"25392",1.5,"Ideal","F","VS2",61.7,54,14092,7.28,7.31,4.5
"25402",2.29,"Premium","G","SI2",62.5,59,14108,8.38,8.33,5.22
"25404",1.51,"Very Good","D","VS2",62.3,59,14112,7.29,7.34,4.56
"25406",2.06,"Ideal","I","SI2",62.4,55,14120,8.1,8.14,5.07
"25417",1.51,"Good","F","SI1",59.5,58,14148,7.35,7.44,4.4
"25421",1.5,"Premium","G","VVS2",62.7,58,14157,7.28,7.32,4.58
"25422",1.51,"Very Good","F","VS2",62.8,56,14165,7.27,7.32,4.58
"25427",2.01,"Ideal","H","SI2",61.9,57,14167,8.09,8.06,5
"25432",1.57,"Premium","G","VS1",59.9,56,14180,7.6,7.55,4.54
"25435",1.55,"Ideal","F","VS2",62.6,57,14185,7.35,7.39,4.61
"25446",2,"Premium","I","SI2",58.6,61,14199,8.28,8.16,4.82
"25453",2,"Premium","I","SI2",61.3,59,14208,8.13,8.09,4.97
"25459",2.28,"Good","J","SI1",63.7,55,14220,8.28,8.35,5.3
"25465",1.4,"Ideal","G","VVS2",62,56,14231,7.18,7.13,4.44
"25466",1.5,"Premium","G","VS1",62.7,58,14234,7.3,7.25,4.56
"25467",1.5,"Premium","G","VS1",61.2,59,14234,7.36,7.32,4.49
"25471",2.02,"Premium","I","VS1",60.5,62,14238,8.18,8.15,4.94
"25479",1.51,"Premium","F","VS2",60.4,59,14247,7.41,7.33,4.45
"25482",1.5,"Very Good","E","VS2",60.7,60,14256,7.32,7.41,4.47
"25483",1.5,"Very Good","E","VS2",62.1,60,14256,7.27,7.31,4.53
"25489",1.7,"Very Good","H","VVS2",63.1,57,14275,7.61,7.52,4.77
"25501",1.51,"Ideal","F","VS2",62.8,56,14294,7.32,7.27,4.58
"25515",2.03,"Ideal","E","SI2",62.3,56,14308,8.11,8.09,5.05
"25521",1.64,"Premium","G","VS2",62.4,58,14330,7.52,7.49,4.68
"25522",2.02,"Premium","J","VS2",62.1,59,14330,8.08,7.98,4.99
"25533",2.55,"Premium","I","SI2",62.9,58,14351,8.7,8.59,5.44
"25535",1.66,"Premium","D","SI1",62,59,14354,7.6,7.55,4.7
"25540",2.27,"Premium","I","SI1",61,58,14362,8.42,8.4,5.19
"25545",1.5,"Premium","F","VS2",61.3,61,14372,7.36,7.33,4.5
"25547",1.51,"Premium","G","VS1",60.1,58,14375,7.45,7.48,4.49
"25549",1.51,"Ideal","G","VS1",60.6,57,14375,7.38,7.48,4.5
"25552",1.86,"Very Good","H","SI1",62.6,58,14383,7.77,7.82,4.88
"25555",1.62,"Ideal","F","VS1",61.7,55,14386,7.58,7.53,4.66
"25557",1.5,"Premium","E","VS2",60.7,60,14386,7.41,7.32,4.47
"25561",2.1,"Premium","I","VS2",60.7,61,14394,8.28,8.27,5.02
"25563",2.14,"Good","H","SI1",57.5,60,14395,8.57,8.48,4.9
"25564",2.35,"Premium","J","VS1",60.7,60,14399,8.64,8.6,5.23
"25566",2.01,"Fair","J","VS1",66.6,54,14402,7.76,7.92,5.22
"25572",1.97,"Premium","F","SI2",61.1,58,14410,8.05,8.11,4.94
"25575",1.22,"Ideal","E","VVS2",61.6,56,14414,6.85,6.88,4.23
"25584",2.01,"Very Good","H","SI2",62.9,55,14426,8.03,8.09,5.07
"25591",2,"Fair","H","SI1",65.1,56,14430,7.86,7.77,5.09
"25594",1.54,"Premium","G","VS1",61.1,56,14438,7.54,7.48,4.59
"25599",2.14,"Good","I","SI2",63.8,57,14452,8.17,8.14,5.2
"25600",2.14,"Ideal","I","SI2",61.9,56,14452,8.26,8.22,5.1
"25610",1.51,"Very Good","F","VS1",58.9,60,14481,7.46,7.54,4.42
"25615",1.51,"Ideal","G","VS2",62.1,55,14482,7.38,7.33,4.56
"25619",1.5,"Premium","F","VS2",60.3,58,14486,7.47,7.39,4.48
"25638",1.13,"Ideal","E","VVS1",60.6,57,14525,6.72,6.77,4.09
"25641",1.5,"Very Good","E","VS2",63.2,57,14527,7.29,7.26,4.6
"25642",1.54,"Ideal","E","VS2",62,56,14529,7.46,7.43,4.61
"25647",1.51,"Premium","G","VS1",62.2,58,14542,7.29,7.35,4.55
"25649",2.51,"Premium","H","SI2",59.3,61,14543,8.81,8.77,5.21
"25650",2.51,"Premium","H","SI2",60.6,61,14543,8.88,8.68,5.29
"25652",1.82,"Very Good","F","SI1",63.2,56,14545,7.71,7.64,4.85
"25674",1.65,"Ideal","G","VS2",61.9,57,14593,7.65,7.61,4.72
"25675",2.01,"Good","I","SI1",59.4,63,14597,8.18,8.26,4.88
"25676",2.3,"Very Good","I","SI2",60.6,60,14603,8.51,8.56,5.17
"25678",1.7,"Ideal","H","VVS1",61.4,57,14603,7.63,7.69,4.7
"25679",2.04,"Premium","I","SI2",59.8,59,14605,8.3,8.23,4.94
"25681",0.31,"Ideal","F","VS1",61.5,54,642,4.36,4.39,2.69
"25688",0.36,"Premium","D","SI2",63,59,643,4.52,4.49,2.84
"25700",0.35,"Premium","D","SI1",61.8,59,644,4.54,4.56,2.81
"25702",0.35,"Ideal","D","SI1",60.8,55,644,4.56,4.59,2.78
"25707",0.35,"Very Good","D","SI1",60.1,61,644,4.56,4.59,2.75
"25710",0.35,"Ideal","D","SI1",62.3,57,644,4.5,4.52,2.81
"25712",1.51,"Ideal","G","VVS2",62.3,55,14616,7.29,7.35,4.56
"25716",1.7,"Ideal","E","SI1",60.1,57,14623,7.71,7.74,4.64
"25717",1.58,"Ideal","G","VS1",61.3,57,14624,7.48,7.54,4.6
"25718",2.17,"Very Good","H","SI2",58.8,62,14625,8.48,8.53,5
"25725",1.5,"Very Good","E","VS2",62.1,60,14639,7.27,7.32,4.53
"25727",2.03,"Very Good","E","SI2",63.1,56,14646,8.01,7.99,5.05
"25735",2.04,"Premium","I","SI2",60.3,60,14660,8.26,8.19,4.96
"25738",2.32,"Premium","J","SI2",62.5,58,14666,8.47,8.43,5.28
"25744",1.51,"Ideal","G","VS1",61.6,56,14674,7.37,7.34,4.53
"25745",1.51,"Premium","G","VS1",62.2,58,14674,7.35,7.29,4.55
"25760",2.33,"Premium","J","SI1",59.9,59,14711,8.7,8.65,5.2
"25761",2.02,"Very Good","I","SI2",61.9,60,14715,8.12,8.06,5.01
"25765",2.03,"Good","H","SI2",59.6,61,14720,8.16,8.21,4.88
"25771",2.23,"Very Good","J","VS2",61,58,14732,8.36,8.39,5.11
"25778",1.5,"Premium","E","VS2",61.9,57,14745,7.38,7.31,4.55
"25788",2.01,"Very Good","H","SI2",62.7,60,14768,7.94,8.03,5.01
"25791",2.55,"Good","H","SI2",63.7,59,14775,8.66,8.57,5.49
"25795",1.62,"Ideal","G","VS2",61.7,56,14777,7.53,7.57,4.66
"25800",2.02,"Premium","F","SI2",61.5,60,14790,8.15,8.05,4.98
"25807",2.04,"Very Good","H","SI2",60.8,58,14810,8.14,8.23,4.98
"25811",1.8,"Ideal","F","SI1",61.9,56,14814,7.78,7.87,4.84
"25812",1.51,"Premium","F","VS2",61.6,58,14817,7.35,7.32,4.52
"25813",2.19,"Very Good","I","SI1",62.6,58,14819,8.24,8.33,5.19
"25816",2.31,"Very Good","J","VS2",59.7,60,14830,8.53,8.59,5.11
"25819",2.37,"Premium","I","VS2",61.6,56,14837,8.7,8.6,5.33
"25820",2.09,"Ideal","I","SI2",63,57,14838,8.13,8.09,5.11
"25833",1.7,"Fair","G","VS2",64.5,58,14860,7.51,7.43,4.82
"25834",2.06,"Premium","H","SI1",62.4,59,14863,8.11,8.07,5.05
"25836",2.23,"Premium","J","VS2",61,58,14867,8.39,8.36,5.11
"25839",2.04,"Premium","H","SI1",58,59,14888,8.4,8.27,4.83
"25842",1.51,"Very Good","E","VS2",60.1,58,14889,7.51,7.57,4.53
"25844",1.71,"Very Good","H","VVS2",61.2,62,14893,7.59,7.65,4.66
"25846",1.79,"Premium","H","VS1",62.6,56,14904,7.81,7.76,4.87
"25848",1.52,"Ideal","F","VS2",62.5,55,14915,7.42,7.31,4.6
"25854",1.5,"Premium","E","VS2",61.8,59,14925,7.38,7.31,4.54
"25861",1.51,"Very Good","G","VVS2",62.7,57,14938,7.33,7.38,4.61
"25862",2.01,"Premium","G","SI2",59.4,62,14939,8.27,8.22,4.9
"25864",2.08,"Premium","I","SI2",62.3,58,14947,8.18,8.13,5.08
"25874",2.01,"Good","H","SI1",62.8,59,14968,7.98,8.01,5.02
"25876",2,"Good","J","VS1",62.4,58,14973,8.01,8.08,5.02
"25877",2.05,"Premium","J","VS1",62.5,60,14973,8.09,8.14,5.07
"25887",1.19,"Ideal","F","VVS1",61.5,55,15005,6.82,6.84,4.2
"25896",2,"Very Good","I","VS2",63.5,59,15025,7.98,7.93,5.05
"25897",1.51,"Ideal","E","VS2",61.2,57,15025,7.47,7.37,4.54
"25901",2.8,"Premium","I","SI2",61.1,59,15030,9.03,8.98,5.5
"25903",2.19,"Premium","I","SI2",60.8,60,15032,8.34,8.38,5.08
"25908",2.01,"Very Good","G","SI1",63.5,60,15038,7.98,7.89,5.04
"25910",2.06,"Good","I","VS2",60.2,64,15046,8.34,8.14,4.97
"25920",2.05,"Premium","J","VS1",60.1,58,15067,8.25,8.19,4.94
"25926",1.01,"Good","D","IF",63.4,59,15081,6.26,6.39,4.01
"25932",2.04,"Very Good","G","SI2",61.4,58,15092,8.04,8.11,4.96
"25940",1.7,"Very Good","G","VS1",63.5,56,15102,7.64,7.53,4.82
"25943",1.8,"Ideal","H","VS1",62.3,56,15105,7.79,7.76,4.84
"25944",2.05,"Premium","J","VS1",62.5,60,15109,8.14,8.09,5.07
"25945",1.51,"Very Good","G","VVS2",62.6,59,15110,7.26,7.3,4.56
"25950",2.07,"Good","I","VS2",64.1,57,15119,8.07,8,5.15
"25951",2.35,"Very Good","I","SI2",58.5,57,15122,8.72,8.77,5.12
"25958",2.01,"Very Good","I","SI1",58.9,63,15140,8.22,8.16,4.82
"25959",2.01,"Ideal","I","SI1",62.5,57,15140,8.08,8.01,5.03
"25968",1.5,"Premium","F","VS1",62.3,58,15153,7.28,7.33,4.55
"25971",1.51,"Ideal","G","VVS2",60.5,56,15164,7.42,7.45,4.5
"25974",2.16,"Very Good","G","SI2",62.6,55,15166,8.2,8.25,5.14
"25987",1.09,"Ideal","E","IF",60.1,58,15193,6.68,6.72,4.03
"25990",2.11,"Premium","D","SI2",58.7,60,15198,8.45,8.41,4.95
"25994",2,"Premium","J","VVS2",63,59,15214,8,7.97,5.03
"26004",1.02,"Premium","D","IF",61.5,60,15231,6.45,6.52,3.99
"26006",2.56,"Good","J","SI2",63.6,62,15231,8.62,8.57,5.47
"26011",0.35,"Ideal","D","SI1",62.3,55,644,4.52,4.56,2.83
"26017",0.3,"Very Good","D","VS1",63,56,645,4.27,4.33,2.71
"26024",0.32,"Ideal","F","VS2",61.9,56,645,4.41,4.44,2.74
"26029",0.32,"Very Good","G","VS1",61.3,62,645,4.39,4.42,2.7
"26041",1.5,"Premium","D","VS2",61.8,60,15240,7.37,7.3,4.53
"26054",2.01,"Good","E","SI2",63.1,58,15255,7.89,8.01,5.02
"26058",1.7,"Very Good","G","VS2",62.6,57,15259,7.6,7.67,4.78
"26062",1.53,"Ideal","G","VVS2",61.4,59,15275,7.4,7.42,4.55
"26066",2.11,"Ideal","I","SI1",62,55,15282,8.23,8.18,5.09
"26071",2.05,"Premium","G","SI1",61.6,59,15291,8.2,8.16,5.04
"26074",1.55,"Ideal","E","VS2",61.9,58,15293,7.39,7.45,4.59
"26081",2,"Very Good","H","SI2",59.7,61,15312,8.15,8.2,4.88
"26083",2.24,"Ideal","J","VS2",61.8,54,15316,8.41,8.36,5.18
"26086",2.41,"Premium","J","VS1",61.1,60,15320,8.66,8.6,5.27
"26093",1.56,"Very Good","G","VVS1",59.7,59,15334,7.48,7.57,4.49
"26106",1.02,"Premium","D","IF",61.5,60,15370,6.52,6.45,3.99
"26114",1.36,"Ideal","F","VVS1",61.3,57,15386,7.23,7.13,4.4
"26117",2.06,"Premium","I","VS1",58.4,55,15393,8.42,8.35,4.9
"26121",1.54,"Ideal","G","VS2",60.8,57,15395,7.44,7.46,4.53
"26133",1.51,"Premium","G","VVS1",62.2,58,15420,7.33,7.3,4.55
"26138",2.26,"Premium","H","SI2",61.3,60,15428,8.5,8.43,5.19
"26139",2.47,"Ideal","J","SI2",62.1,57,15430,8.64,8.57,5.34
"26142",1.5,"Ideal","F","VS2",61.9,56.4,15444,7.31,7.33,4.53
"26145",2.05,"Ideal","J","VS1",61.8,58,15450,8.12,8.16,5.03
"26146",2,"Ideal","H","VS2",62.4,55,15451,8.03,7.94,4.99
"26148",2,"Premium","H","SI2",60.7,60,15451,8.11,8.07,4.91
"26150",1.64,"Ideal","F","VS2",61.8,53,15458,7.62,7.63,4.71
"26156",2.01,"Good","H","SI1",63.9,59,15467,7.81,7.91,5.02
"26170",1.53,"Premium","G","VVS2",62.5,60,15505,7.34,7.31,4.58
"26173",2.19,"Ideal","I","SI2",61.5,57,15509,8.31,8.44,5.15
"26176",1.55,"Ideal","G","VVS2",61.9,54,15512,7.41,7.45,4.6
"26200",1.58,"Ideal","E","VS2",62.7,56,15579,7.45,7.55,4.7
"26208",1.53,"Ideal","F","VS1",61.5,59,15592,7.38,7.46,4.56
"26212",1.59,"Premium","F","VS2",60.2,60,15602,7.62,7.59,4.58
"26225",2.12,"Ideal","I","SI2",61,57,15647,8.28,8.31,5.06
"26229",2.01,"Premium","H","VS2",62.8,59,15651,8.03,7.97,5.02
"26245",1.51,"Ideal","F","VS2",62.4,53,15688,7.37,7.32,4.58
"26246",2.03,"Very Good","E","SI2",63,61,15690,7.99,8.04,5.05
"26251",1.63,"Ideal","G","VS1",61.7,55,15697,7.56,7.6,4.68
"26255",2,"Good","I","VS1",58.8,65,15708,8.03,8.1,4.74
"26260",2.03,"Ideal","G","SI2",62.6,56,15717,8.15,8.1,5.08
"26261",2.13,"Ideal","I","SI2",62,55,15718,8.25,8.27,5.12
"26264",2.01,"Ideal","I","VS2",66.7,56,15729,7.75,7.65,5.14
"26278",2.04,"Premium","H","SI2",62.7,56,15760,8.12,8.06,5.07
"26280",2.02,"Good","I","VS1",65.5,57,15765,7.88,7.96,5.19
"26285",2.01,"Premium","H","SI2",62.3,58,15773,8.06,8.11,5.04
"26288",2.52,"Fair","J","SI2",65.1,56,15776,8.51,8.43,5.51
"26291",2.02,"Ideal","H","SI2",62.7,57,15785,8.05,8,5.03
"26292",1.5,"Ideal","D","VS2",62,57,15788,7.34,7.37,4.56
"26296",1.52,"Premium","F","VS2",61.4,58,15792,7.42,7.37,4.54
"26298",1.7,"Ideal","G","VS2",61.3,57,15797,7.6,7.67,4.68
"26299",1.7,"Premium","G","VS2",59,58,15797,7.8,7.85,4.62
"26306",1.7,"Premium","E","SI1",61.8,58,15804,7.62,7.52,4.68
"26321",2.4,"Fair","J","SI2",65.4,56,15824,8.35,8.29,5.44
"26324",2.03,"Ideal","I","VS2",59.9,60,15826,8.17,8.27,4.92
"26327",2,"Ideal","H","VS2",62.4,55,15829,8.03,7.94,4.99
"26328",2.01,"Good","G","SI2",63.6,59,15832,7.95,8,5.07
"26340",1.74,"Ideal","E","SI1",62.2,56,15847,7.67,7.72,4.79
"26346",0.32,"Very Good","G","VS1",62.8,58,645,4.34,4.39,2.74
"26351",0.32,"Very Good","G","VS1",62.4,58,645,4.35,4.4,2.73
"26356",0.32,"Ideal","G","VS1",60.8,57,645,4.39,4.42,2.68
"26360",0.32,"Premium","G","VS1",60.6,60,645,4.4,4.44,2.68
"26362",0.32,"Ideal","F","VS2",61.7,55,645,4.4,4.41,2.72
"26369",0.32,"Very Good","F","VS2",59.5,61,645,4.42,4.46,2.64
"26373",2.18,"Ideal","I","SI2",62.5,55,15850,8.34,8.31,5.2
"26374",2.02,"Very Good","H","SI2",59.9,55,15851,8.17,8.28,4.93
"26381",2,"Very Good","E","SI2",63.5,59,15864,7.9,7.98,5.04
"26382",2.08,"Premium","E","SI2",62.3,59,15873,8.22,8.16,5.1
"26383",2.04,"Ideal","H","SI2",61.2,56,15874,8.19,8.25,5.03
"26387",1.55,"Ideal","D","VS2",62.1,59,15887,7.34,7.37,4.57
"26396",2.01,"Premium","H","VS2",61.1,61,15908,8.14,8.09,4.96
"26397",2.14,"Premium","I","SI1",61.3,61,15913,8.32,8.28,5.09
"26400",2.39,"Premium","H","SI1",61.8,58,15917,8.57,8.52,5.28
"26402",2.01,"Very Good","I","VS2",62.1,60,15919,7.96,8.01,4.96
"26405",2.4,"Premium","J","SI1",59.7,58,15920,8.75,8.71,5.21
"26406",1.52,"Ideal","D","VS2",62.1,58,15922,7.36,7.4,4.58
"26409",2.01,"Very Good","H","VS1",63.5,53,15930,8.04,7.97,5.08
"26412",2.5,"Premium","H","SI2",62.4,59,15934,8.61,8.54,5.35
"26414",2.06,"Very Good","G","SI2",59,58,15938,8.3,8.38,4.92
"26415",2.01,"Premium","I","VS2",60.3,62,15939,8.13,8.08,4.89
"26418",1.7,"Premium","G","VS2",59,58,15941,7.85,7.8,4.62
"26420",2.02,"Ideal","I","SI1",61.9,58,15942,8.07,8.18,5.03
"26424",2.05,"Very Good","H","SI2",62.4,58,15949,8.1,8.15,5.07
"26426",2.01,"Very Good","I","VVS2",63.5,58,15952,7.92,7.82,5
"26427",2.01,"Ideal","F","SI2",62.3,58,15955,8.03,8.01,5
"26437",2.06,"Ideal","F","SI2",62.7,57,15970,8.19,8.09,5.1
"26439",2.01,"Good","G","SI2",63.6,59,15977,8,7.95,5.07
"26442",2,"Premium","H","SI1",60.1,61,15984,8.13,8.1,4.88
"26448",2.5,"Ideal","J","SI2",60.7,55,15990,8.8,8.66,5.3
"26450",1.53,"Ideal","G","VVS1",61.8,55,15992,7.43,7.45,4.59
"26452",2.07,"Very Good","H","SI2",63.3,56,15992,8.1,8.08,5.12
"26455",2.07,"Premium","I","SI1",62.3,60,15992,8.16,8.12,5.07
"26460",2.25,"Premium","J","SI1",61.8,61,16004,8.46,8.39,5.21
"26469",2.28,"Very Good","I","SI2",62.9,57,16041,8.34,8.41,5.27
"26475",2.37,"Ideal","J","VS2",62.2,57,16059,8.52,8.58,5.32
"26479",2,"Very Good","E","SI2",60.5,60,16064,8.03,8.08,4.87
"26480",2.01,"Premium","E","SI2",58.7,54,16064,8.27,8.2,4.83
"26485",2.03,"Premium","H","SI2",61.6,58,16075,8.17,8.09,5.01
"26491",2.01,"Fair","D","SI2",66.9,57,16086,7.87,7.76,5.23
"26493",1.51,"Premium","G","VS2",61.3,58,16091,7.39,7.33,4.51
"26497",2.31,"Premium","J","VVS1",62.1,58,16100,8.49,8.42,5.25
"26504",1.7,"Premium","G","VS2",60.9,60,16123,7.71,7.68,4.69
"26507",1.51,"Very Good","E","VS1",59.5,59,16129,7.48,7.54,4.47
"26508",1.2,"Ideal","D","VVS2",61.9,56,16130,6.81,6.83,4.22
"26510",1.55,"Premium","D","VS2",61.5,58,16137,7.51,7.48,4.61
